kappa,path
0.7354037267080745,D:/diabetes/models/std/1564256994653_kappa_0.8115_val_acc_0.9431_acc_0.952.h5
0.707808564231738,D:/diabetes/models/std/1564257611780_kappa_0.797_val_acc_0.938_acc_0.9524.h5
0.7704081632653061,D:/diabetes/models/std/1564258222240_kappa_0.8155_val_acc_0.938_acc_0.9531.h5
